model_name,chunker,token_size,overlap,loss_total,ndcg_at_10,map_at_10,mrr_at_10,recall_at_20,precision_at_1,precision_at_10,loss_ndcg,loss_map,loss_mrr,loss_rec,loss_decay,loss_rob,loss_cost,nauc_ndcg_at_10_max,nauc_ndcg_at_10_std,cost_norm,rel_path
intfloat_multilingual_e5_base,semantic_recursive,320,0,0.676466,0.223050,0.125800,0.402816,0.349010,0.261550,0.179200,0.776950,0.874200,0.597184,0.650990,0.314854,0.228773,0.000000,0.154528,0.000565,1.000000,intfloat_multilingual_e5_base_semantic_recursive_c320_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
nomic_ai_nomic_embed_text_v1.5,recursive_token,256,0,0.676652,0.215150,0.123620,0.375564,0.372660,0.236340,0.167440,0.784850,0.876380,0.624436,0.627340,0.291529,0.168787,0.000000,0.166614,0.000743,1.000000,nomic_ai_nomic_embed_text_v1.5_recursive_token_c256_o0/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
intfloat_e5_small,hierarchical_section,256,0,0.676890,0.224050,0.128730,0.385038,0.372530,0.234240,0.180460,0.775950,0.871270,0.614962,0.627470,0.229594,0.354705,0.000000,0.136511,0.014904,1.000000,intfloat_e5_small_hierarchical_section_c256_o0/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_multilingual_e5_base,recursive_token,320,48,0.676981,0.220670,0.123510,0.381276,0.365840,0.227940,0.174260,0.779330,0.876490,0.618724,0.634160,0.235501,0.278418,0.000000,0.153132,0.017631,1.000000,intfloat_multilingual_e5_base_recursive_token_c320_o48/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_base,semantic_fixed,320,48,0.677425,0.218640,0.123430,0.384551,0.373560,0.231090,0.177420,0.781360,0.876570,0.615449,0.626440,0.232247,0.293953,0.000000,0.147751,0.013083,1.000000,intfloat_e5_base_semantic_fixed_c320_o48/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_base_en_v1.5,fixed_token,256,0,0.677576,0.220820,0.123670,0.384041,0.384690,0.227940,0.179410,0.779180,0.876330,0.615959,0.615310,0.212907,0.358137,0.000000,0.138685,0.020625,1.000000,BAAI_bge_base_en_v1.5_fixed_token_c256_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,semantic_fixed,256,0,0.677637,0.224040,0.126440,0.392414,0.377390,0.241600,0.185190,0.775960,0.873560,0.607586,0.622610,0.233485,0.380975,0.000000,0.126933,0.006256,1.000000,BAAI_bge_large_en_v1.5_semantic_fixed_c256_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_multilingual_e5_base,fixed_token,320,64,0.677787,0.225010,0.128420,0.394636,0.371110,0.248950,0.177000,0.774990,0.871580,0.605364,0.628890,0.289014,0.336997,0.000000,0.146911,0.028621,1.000000,intfloat_multilingual_e5_base_fixed_token_c320_o64/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,fixed_token,256,0,0.677789,0.231520,0.131420,0.399664,0.380310,0.251050,0.180880,0.768480,0.868580,0.600336,0.619690,0.279506,0.445590,0.000000,0.121381,0.020998,1.000000,intfloat_e5_small_fixed_token_c256_o0/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_multilingual_e5_base,semantic_recursive,320,16,0.677936,0.221980,0.124780,0.398488,0.349100,0.254200,0.178570,0.778020,0.875220,0.601512,0.650900,0.297522,0.253313,0.000000,0.152744,0.006813,1.000000,intfloat_multilingual_e5_base_semantic_recursive_c320_o16/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
nomic_ai_nomic_embed_text_v1,fixed_token,256,48,0.677986,0.210890,0.118790,0.361100,0.372000,0.209030,0.176050,0.789110,0.881210,0.638900,0.628000,0.157776,0.241310,0.000000,0.152047,0.000618,1.000000,nomic_ai_nomic_embed_text_v1_fixed_token_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
intfloat_e5_small,fixed_token,256,16,0.678976,0.224420,0.129480,0.399336,0.366640,0.252100,0.175320,0.775580,0.870520,0.600664,0.633360,0.304562,0.344605,0.000000,0.132251,-0.002344,1.000000,intfloat_e5_small_fixed_token_c256_o16/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_multilingual_e5_base,recursive_token,320,16,0.679407,0.229590,0.133210,0.397048,0.374130,0.251050,0.175530,0.770410,0.866790,0.602952,0.625870,0.300817,0.428837,0.000000,0.131419,0.034373,1.000000,intfloat_multilingual_e5_base_recursive_token_c320_o16/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_large,semantic_recursive,320,0,0.679716,0.218150,0.122480,0.389481,0.360800,0.245800,0.178570,0.781850,0.877520,0.610519,0.639200,0.273515,0.274645,0.000000,0.146884,-0.003626,1.000000,intfloat_e5_large_semantic_recursive_c320_o0/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_large,semantic_recursive,320,16,0.679760,0.219230,0.123280,0.388473,0.359830,0.247900,0.178990,0.780770,0.876720,0.611527,0.640170,0.277975,0.280027,0.000000,0.144106,-0.000223,1.000000,intfloat_e5_large_semantic_recursive_c320_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_multilingual_e5_base,semantic_recursive,320,32,0.679931,0.221940,0.125380,0.394130,0.345770,0.250000,0.179520,0.778060,0.874620,0.605870,0.654230,0.281920,0.295475,0.000000,0.143197,0.004584,1.000000,intfloat_multilingual_e5_base_semantic_recursive_c320_o32/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_multilingual_e5_base,hierarchical_section,320,64,0.679974,0.221300,0.125860,0.386039,0.360590,0.240550,0.178680,0.778700,0.874140,0.613961,0.639410,0.257202,0.330678,0.000000,0.134233,0.000737,1.000000,intfloat_multilingual_e5_base_hierarchical_section_c320_o64/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
BAAI_bge_base_en_v1.5,semantic_fixed,320,64,0.680116,0.215690,0.121040,0.375503,0.372420,0.228990,0.181300,0.784310,0.878960,0.624497,0.627580,0.208262,0.315275,0.000000,0.148251,0.022612,1.000000,BAAI_bge_base_en_v1.5_semantic_fixed_c320_o64/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_large,semantic_fixed,256,16,0.680264,0.219670,0.123730,0.390419,0.372510,0.240550,0.179830,0.780330,0.876270,0.609581,0.627490,0.252422,0.350665,0.000000,0.143006,0.026278,1.000000,intfloat_e5_large_semantic_fixed_c256_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_large,semantic_recursive,320,32,0.680298,0.219100,0.124810,0.388349,0.357420,0.252100,0.176890,0.780900,0.875190,0.611651,0.642580,0.298334,0.270298,0.000000,0.150814,-0.009747,1.000000,intfloat_e5_large_semantic_recursive_c320_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_large,semantic_recursive,320,48,0.680407,0.210000,0.118240,0.374724,0.351850,0.231090,0.172480,0.790000,0.881760,0.625276,0.648150,0.253624,0.170632,0.000000,0.169011,-0.006275,1.000000,intfloat_e5_large_semantic_recursive_c320_o48/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,32,0.680584,0.212930,0.121530,0.369323,0.369630,0.222690,0.173950,0.787070,0.878470,0.630677,0.630370,0.218869,0.273200,0.000000,0.157777,-0.024834,1.000000,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1.5,fixed_token,256,48,0.680960,0.203760,0.114290,0.359532,0.356170,0.217440,0.167750,0.796240,0.885710,0.640468,0.643830,0.228523,0.113088,0.000000,0.186306,0.017847,1.000000,nomic_ai_nomic_embed_text_v1.5_fixed_token_c256_o48/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
intfloat_e5_large,hierarchical_section,256,32,0.681914,0.212570,0.122320,0.367981,0.360530,0.225840,0.172900,0.787430,0.877680,0.632019,0.639470,0.234414,0.263305,0.000000,0.152891,0.011104,1.000000,intfloat_e5_large_hierarchical_section_c256_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,hierarchical_section,256,16,0.681982,0.204880,0.114260,0.367820,0.359730,0.215340,0.166070,0.795120,0.885740,0.632180,0.640270,0.228801,0.166892,0.000000,0.181945,0.030647,1.000000,intfloat_e5_base_hierarchical_section_c256_o16/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_multilingual_e5_base,hierarchical_section,256,0,0.682089,0.212110,0.117290,0.380483,0.352750,0.228990,0.172790,0.787890,0.882710,0.619517,0.647250,0.245426,0.240970,0.000000,0.156056,0.008500,1.000000,intfloat_multilingual_e5_base_hierarchical_section_c256_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,hierarchical_section,256,16,0.682301,0.214350,0.123400,0.377680,0.357310,0.234240,0.172900,0.785650,0.876600,0.622320,0.642690,0.261868,0.276885,0.000000,0.159452,0.029658,1.000000,intfloat_e5_small_hierarchical_section_c256_o16/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_base,semantic_recursive,384,48,0.682396,0.213510,0.120090,0.371341,0.365230,0.218490,0.174580,0.786490,0.879910,0.628659,0.634770,0.200970,0.322040,0.000000,0.136691,-0.002198,1.000000,intfloat_e5_base_semantic_recursive_c384_o48/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_base_en_v1.5,hierarchical_section,256,16,0.682427,0.209750,0.118760,0.375779,0.359480,0.231090,0.173950,0.790250,0.881240,0.624221,0.640520,0.247263,0.234580,0.000000,0.161024,0.015880,1.000000,BAAI_bge_base_en_v1.5_hierarchical_section_c256_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_small,semantic_fixed,256,0,0.682839,0.219900,0.123300,0.387954,0.363900,0.236340,0.176370,0.780100,0.876700,0.612046,0.636100,0.253745,0.379053,0.000000,0.130196,0.012013,1.000000,intfloat_e5_small_semantic_fixed_c256_o0/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_multilingual_e5_base,semantic_fixed,320,64,0.682849,0.217630,0.121530,0.393448,0.358150,0.238450,0.180040,0.782370,0.878470,0.606552,0.641850,0.244957,0.360010,0.000000,0.129157,0.002318,1.000000,intfloat_multilingual_e5_base_semantic_fixed_c320_o64/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,fixed_token,256,32,0.682879,0.211080,0.119980,0.371870,0.353590,0.221640,0.166390,0.788920,0.880020,0.628130,0.646410,0.249278,0.238853,0.000000,0.158929,0.013399,1.000000,intfloat_e5_small_fixed_token_c256_o32/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
nomic_ai_nomic_embed_text_v1.5,recursive_token,256,48,0.683488,0.207950,0.117120,0.365067,0.352860,0.214290,0.169430,0.792050,0.882880,0.634933,0.647140,0.209343,0.236305,0.000000,0.153831,-0.002184,1.000000,nomic_ai_nomic_embed_text_v1.5_recursive_token_c256_o48/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
BAAI_bge_large_en_v1.5,fixed_token,256,16,0.683593,0.227180,0.130400,0.396765,0.387600,0.244750,0.180880,0.772820,0.869600,0.603235,0.612400,0.260960,0.545848,0.000000,0.104265,-0.026869,1.000000,BAAI_bge_large_en_v1.5_fixed_token_c256_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_large,recursive_token,256,16,0.683653,0.219460,0.124020,0.378896,0.379520,0.228990,0.173320,0.780540,0.875980,0.621104,0.620480,0.243111,0.417995,0.000000,0.123098,0.013394,1.000000,intfloat_e5_large_recursive_token_c256_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_large,semantic_fixed,256,32,0.683684,0.211770,0.118650,0.376770,0.355780,0.224790,0.172580,0.788230,0.881350,0.623230,0.644220,0.232261,0.287048,0.000000,0.145347,0.005513,1.000000,intfloat_e5_large_semantic_fixed_c256_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,hierarchical_section,256,32,0.683760,0.199570,0.111890,0.357048,0.343500,0.214290,0.163240,0.800430,0.888110,0.642952,0.656500,0.238229,0.081750,0.000000,0.184789,0.002278,1.000000,intfloat_e5_base_hierarchical_section_c256_o32/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_multilingual_e5_base,fixed_token,256,0,0.683848,0.215520,0.124340,0.382606,0.364030,0.236340,0.168280,0.784480,0.875660,0.617394,0.635970,0.287975,0.319302,0.000000,0.154819,0.037359,1.000000,intfloat_multilingual_e5_base_fixed_token_c256_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
BAAI_bge_base_en_v1.5,fixed_token,256,16,0.683999,0.217560,0.123470,0.391460,0.370910,0.253150,0.174470,0.782440,0.876530,0.608540,0.629090,0.310804,0.345835,0.000000,0.135694,-0.009722,1.000000,BAAI_bge_base_en_v1.5_fixed_token_c256_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,recursive_token,256,16,0.684149,0.217180,0.123940,0.371150,0.367060,0.217440,0.174790,0.782820,0.876060,0.628850,0.632940,0.196146,0.413643,0.000000,0.123986,0.013429,1.000000,BAAI_bge_large_en_v1.5_recursive_token_c256_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_base,recursive_token,256,0,0.684169,0.216210,0.122440,0.374404,0.374250,0.220590,0.168490,0.783790,0.877560,0.625596,0.625750,0.236185,0.380153,0.000000,0.124493,-0.001047,1.000000,intfloat_e5_base_recursive_token_c256_o0/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_base,recursive_token,256,32,0.684228,0.212670,0.119140,0.374583,0.369160,0.228990,0.170170,0.787330,0.880860,0.625417,0.630840,0.256867,0.305773,0.000000,0.141274,-0.004857,1.000000,intfloat_e5_base_recursive_token_c256_o32/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_large,recursive_token,256,0,0.684235,0.225200,0.128920,0.398441,0.375870,0.253150,0.172370,0.774800,0.871080,0.601559,0.624130,0.319099,0.456705,0.000000,0.117453,-0.017588,1.000000,intfloat_e5_large_recursive_token_c256_o0/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
BAAI_bge_large_en_v1.5,recursive_token,256,0,0.684297,0.219770,0.127050,0.380076,0.373690,0.228990,0.170800,0.780230,0.872950,0.619924,0.626310,0.254116,0.425480,0.000000,0.115279,-0.000750,1.000000,BAAI_bge_large_en_v1.5_recursive_token_c256_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,recursive_token,256,48,0.684398,0.217120,0.123660,0.375716,0.367360,0.220590,0.174680,0.782880,0.876340,0.624284,0.632640,0.208124,0.414705,0.000000,0.126570,-0.019022,1.000000,nomic_ai_nomic_embed_text_v1_recursive_token_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,semantic_fixed,256,0,0.684903,0.213550,0.118620,0.377391,0.371430,0.230040,0.176580,0.786450,0.881380,0.622609,0.628570,0.232394,0.359737,0.000000,0.135574,0.015043,1.000000,BAAI_bge_base_en_v1.5_semantic_fixed_c256_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_multilingual_e5_base,semantic_recursive,320,48,0.684945,0.213240,0.119800,0.378223,0.337140,0.234240,0.173950,0.786760,0.880200,0.621777,0.662860,0.257386,0.270605,0.000000,0.156712,0.021666,1.000000,intfloat_multilingual_e5_base_semantic_recursive_c320_o48/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,semantic_recursive,320,0,0.685149,0.215750,0.121720,0.383770,0.349130,0.233190,0.173320,0.784250,0.878280,0.616230,0.650870,0.256743,0.340658,0.000000,0.135533,0.007329,1.000000,intfloat_e5_small_semantic_recursive_c320_o0/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_small,semantic_recursive,320,16,0.685277,0.213200,0.119980,0.375601,0.347960,0.225840,0.172480,0.786800,0.880020,0.624399,0.652040,0.236274,0.315113,0.000000,0.143920,0.013885,1.000000,intfloat_e5_small_semantic_recursive_c320_o16/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_large,fixed_token,256,48,0.685386,0.206600,0.115440,0.360636,0.363580,0.207980,0.169220,0.793400,0.884560,0.639364,0.636420,0.186364,0.290950,0.000000,0.143906,0.004192,1.000000,intfloat_e5_large_fixed_token_c256_o48/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_large,recursive_token,256,32,0.685446,0.219520,0.123630,0.379745,0.368860,0.231090,0.175000,0.780480,0.876370,0.620255,0.631140,0.242719,0.433620,0.000000,0.121543,-0.016534,1.000000,intfloat_e5_large_recursive_token_c256_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_multilingual_e5_base,semantic_fixed,256,0,0.685871,0.216180,0.120510,0.391410,0.354240,0.253150,0.174790,0.783820,0.879490,0.608590,0.645760,0.309540,0.326847,0.000000,0.147350,0.025439,1.000000,intfloat_multilingual_e5_base_semantic_fixed_c256_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_base,semantic_fixed,256,0,0.686182,0.210100,0.116780,0.382025,0.355370,0.237390,0.169330,0.789900,0.883220,0.617975,0.644630,0.286701,0.269748,0.000000,0.154510,-0.016919,1.000000,intfloat_e5_base_semantic_fixed_c256_o0/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_base,semantic_recursive,384,64,0.686335,0.213760,0.119890,0.369298,0.365510,0.214290,0.176680,0.786240,0.880110,0.630702,0.634490,0.175510,0.424215,0.000000,0.117966,-0.005618,1.000000,intfloat_e5_base_semantic_recursive_c384_o64/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_large_en_v1.5,fixed_token,256,32,0.686506,0.212650,0.121840,0.367303,0.370030,0.223740,0.171640,0.787350,0.878160,0.632697,0.629970,0.232860,0.373130,0.000000,0.131680,0.012612,1.000000,BAAI_bge_large_en_v1.5_fixed_token_c256_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,semantic_recursive,320,0,0.686646,0.220870,0.124350,0.387685,0.369520,0.235290,0.181200,0.779130,0.875650,0.612315,0.630480,0.229887,0.502675,0.000000,0.102676,-0.006422,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c320_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,48,0.686851,0.211870,0.120560,0.374053,0.366090,0.231090,0.173320,0.788130,0.879440,0.625947,0.633910,0.249989,0.356393,0.000000,0.129575,0.001707,1.000000,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
intfloat_e5_large,semantic_fixed,256,48,0.686878,0.201260,0.109850,0.354193,0.349220,0.202730,0.169330,0.798740,0.890150,0.645807,0.650780,0.164751,0.230365,0.000000,0.157052,0.006250,1.000000,intfloat_e5_large_semantic_fixed_c256_o48/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,semantic_fixed,320,64,0.687029,0.208830,0.117680,0.376391,0.361340,0.228990,0.172160,0.791170,0.882320,0.623609,0.638660,0.248177,0.318060,0.000000,0.136473,-0.000170,1.000000,intfloat_e5_base_semantic_fixed_c320_o64/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_base_en_v1.5,recursive_token,256,16,0.687550,0.209070,0.116540,0.357700,0.368140,0.202730,0.171740,0.790930,0.883460,0.642300,0.631860,0.152863,0.397608,0.000000,0.134231,0.027505,1.000000,BAAI_bge_base_en_v1.5_recursive_token_c256_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_small,recursive_token,256,0,0.687739,0.218130,0.125310,0.383571,0.355420,0.238450,0.165130,0.781870,0.874690,0.616429,0.644580,0.307486,0.389695,0.000000,0.126865,0.009608,1.000000,intfloat_e5_small_recursive_token_c256_o0/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_base_en_v1.5,recursive_token,256,0,0.687850,0.209300,0.118690,0.369552,0.363290,0.218490,0.165760,0.790700,0.881310,0.630448,0.636710,0.241338,0.339808,0.000000,0.136641,0.009205,1.000000,BAAI_bge_base_en_v1.5_recursive_token_c256_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,hierarchical_section,256,32,0.687975,0.212640,0.120990,0.369738,0.365580,0.225840,0.175320,0.787360,0.879010,0.630262,0.634420,0.223698,0.404162,0.000000,0.126310,0.014285,1.000000,BAAI_bge_large_en_v1.5_hierarchical_section_c256_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
