model_name,chunker,token_size,overlap,loss_total,ndcg_at_10,map_at_10,mrr_at_10,recall_at_20,precision_at_1,precision_at_10,loss_ndcg,loss_map,loss_mrr,loss_rec,loss_decay,loss_rob,loss_cost,nauc_ndcg_at_10_max,nauc_ndcg_at_10_std,cost_norm,rel_path
intfloat_multilingual_e5_base,recursive_token,448,0,0.622977,0.289530,0.182150,0.455356,0.470750,0.307770,0.210500,0.710470,0.817850,0.544644,0.529250,0.316048,0.330080,0.000000,0.141982,0.015996,1.000000,intfloat_multilingual_e5_base_recursive_token_c448_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,recursive_token,384,32,0.623028,0.279980,0.172770,0.447276,0.454380,0.282560,0.208190,0.720020,0.827230,0.552724,0.545620,0.263201,0.211577,0.000000,0.180485,0.045601,1.000000,intfloat_e5_small_recursive_token_c384_o32/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_base,hierarchical_section,448,64,0.623667,0.276190,0.167730,0.430710,0.457520,0.264710,0.216180,0.723810,0.832270,0.569290,0.542480,0.183333,0.223095,0.000000,0.169233,0.027704,1.000000,intfloat_e5_base_hierarchical_section_c448_o64/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_small,semantic_fixed,384,32,0.623817,0.272790,0.164080,0.451373,0.438950,0.295170,0.217020,0.727210,0.835920,0.548627,0.561050,0.264763,0.103660,0.000000,0.197020,0.035504,1.000000,intfloat_e5_small_semantic_fixed_c384_o32/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_base,fixed_token,320,0,0.624706,0.273400,0.164560,0.434998,0.460230,0.275210,0.211550,0.726600,0.835440,0.565002,0.539770,0.231314,0.172105,0.000000,0.182144,0.033130,1.000000,intfloat_e5_base_fixed_token_c320_o0/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_base_en_v1.5,hierarchical_section,384,16,0.625148,0.278130,0.169170,0.448732,0.454630,0.296220,0.213340,0.721870,0.830830,0.551268,0.545370,0.279792,0.209750,0.000000,0.166008,0.015916,1.000000,BAAI_bge_base_en_v1.5_hierarchical_section_c384_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_small,fixed_token,384,48,0.625429,0.275870,0.171610,0.442870,0.444120,0.296220,0.204730,0.724130,0.828390,0.557130,0.555880,0.308858,0.142973,0.000000,0.176399,0.009987,1.000000,intfloat_e5_small_fixed_token_c384_o48/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_base_en_v1.5,fixed_token,384,32,0.625472,0.278600,0.171790,0.438169,0.467680,0.279410,0.209350,0.721400,0.828210,0.561831,0.532320,0.250743,0.264960,0.000000,0.155278,0.016540,1.000000,BAAI_bge_base_en_v1.5_fixed_token_c384_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_large,semantic_fixed,384,48,0.625630,0.261690,0.157940,0.427368,0.433560,0.273110,0.212820,0.738310,0.842060,0.572632,0.566440,0.220754,0.000665,0.000000,0.209487,0.019240,1.000000,intfloat_e5_large_semantic_fixed_c384_o48/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,hierarchical_section,384,0,0.625681,0.271690,0.162770,0.435578,0.450930,0.267860,0.212920,0.728310,0.837230,0.564422,0.549070,0.205107,0.177815,0.000000,0.178232,0.027590,1.000000,intfloat_e5_base_hierarchical_section_c384_o0/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
nomic_ai_nomic_embed_text_v1,hierarchical_section,320,0,0.625854,0.271190,0.162870,0.439350,0.452650,0.271010,0.214080,0.728810,0.837130,0.560650,0.547350,0.210066,0.183213,0.000000,0.171917,0.017119,1.000000,nomic_ai_nomic_embed_text_v1_hierarchical_section_c320_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
intfloat_e5_large,semantic_fixed,384,32,0.625931,0.269050,0.162480,0.438471,0.442100,0.284660,0.211870,0.730950,0.837520,0.561529,0.557900,0.255709,0.095433,0.000000,0.192842,0.023857,1.000000,intfloat_e5_large_semantic_fixed_c384_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,semantic_fixed,448,32,0.626014,0.272600,0.164270,0.434765,0.443180,0.271010,0.214500,0.727400,0.835730,0.565235,0.556820,0.208516,0.178130,0.000000,0.175806,-0.022864,1.000000,intfloat_e5_base_semantic_fixed_c448_o32/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_large_en_v1.5,recursive_token,384,64,0.626277,0.279240,0.173050,0.441622,0.470850,0.286760,0.217120,0.720760,0.826950,0.558378,0.529150,0.242851,0.312993,0.000000,0.138105,-0.001407,1.000000,BAAI_bge_large_en_v1.5_recursive_token_c384_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_base,hierarchical_section,384,16,0.626846,0.266360,0.157210,0.431724,0.442590,0.262610,0.206620,0.733640,0.842790,0.568276,0.557410,0.213206,0.098420,0.000000,0.201897,0.043162,1.000000,intfloat_e5_base_hierarchical_section_c384_o16/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_large,fixed_token,320,0,0.626983,0.273070,0.165730,0.438420,0.456920,0.284660,0.208190,0.726930,0.834270,0.561580,0.543080,0.268636,0.182260,0.000000,0.177959,0.028822,1.000000,intfloat_e5_large_fixed_token_c320_o0/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_small,hierarchical_section,384,32,0.627293,0.278270,0.168590,0.458019,0.434000,0.304620,0.208720,0.721730,0.831410,0.541981,0.566000,0.314818,0.193877,0.000000,0.171994,0.021539,1.000000,intfloat_e5_small_hierarchical_section_c384_o32/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
nomic_ai_nomic_embed_text_v1,fixed_token,320,32,0.627634,0.266160,0.162610,0.421183,0.447840,0.258400,0.209450,0.733840,0.837390,0.578817,0.552160,0.189435,0.147177,0.000000,0.171736,-0.002343,1.000000,nomic_ai_nomic_embed_text_v1_fixed_token_c320_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1.5,fixed_token,320,16,0.627719,0.259360,0.155540,0.415769,0.439360,0.259450,0.202100,0.740640,0.844460,0.584231,0.560640,0.221045,0.000000,0.000000,0.221141,0.031823,1.000000,nomic_ai_nomic_embed_text_v1.5_fixed_token_c320_o16/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
nomic_ai_nomic_embed_text_v1,recursive_token,320,32,0.628380,0.264870,0.159070,0.424115,0.451550,0.263660,0.206090,0.735130,0.840930,0.575885,0.548450,0.218349,0.120695,0.000000,0.188400,0.025078,1.000000,nomic_ai_nomic_embed_text_v1_recursive_token_c320_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,semantic_recursive,448,32,0.628929,0.271880,0.164910,0.441848,0.439090,0.282560,0.216910,0.728120,0.835090,0.558152,0.560910,0.232340,0.214680,0.000000,0.159515,-0.004902,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c448_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,semantic_fixed,384,64,0.629119,0.271390,0.164370,0.443650,0.454420,0.281510,0.222060,0.728610,0.835630,0.556350,0.545580,0.211183,0.267330,0.000000,0.150967,-0.008866,1.000000,BAAI_bge_large_en_v1.5_semantic_fixed_c384_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_large,semantic_recursive,448,32,0.629119,0.259030,0.155380,0.418771,0.421550,0.255250,0.206200,0.740970,0.844620,0.581229,0.578450,0.192165,0.023652,0.000000,0.195476,-0.000413,1.000000,intfloat_e5_large_semantic_recursive_c448_o32/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
nomic_ai_nomic_embed_text_v1.5,recursive_token,320,16,0.629123,0.256720,0.152350,0.412480,0.436960,0.252100,0.201370,0.743280,0.847650,0.587520,0.563040,0.201230,0.000000,0.000000,0.215962,0.003896,1.000000,nomic_ai_nomic_embed_text_v1.5_recursive_token_c320_o16/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
intfloat_e5_base,semantic_fixed,448,48,0.629407,0.267700,0.162210,0.436137,0.436420,0.283610,0.211240,0.732300,0.837790,0.563863,0.563580,0.255174,0.136220,0.000000,0.176606,-0.007700,1.000000,intfloat_e5_base_semantic_fixed_c448_o48/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_large_en_v1.5,hierarchical_section,384,64,0.629763,0.272430,0.162070,0.430149,0.460310,0.271010,0.216180,0.727570,0.837930,0.569851,0.539690,0.202317,0.274005,0.000000,0.161624,0.032850,1.000000,BAAI_bge_large_en_v1.5_hierarchical_section_c384_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_multilingual_e5_base,recursive_token,448,48,0.629767,0.278000,0.170270,0.448968,0.443880,0.299370,0.203470,0.722000,0.829730,0.551032,0.556120,0.320339,0.243773,0.000000,0.166310,0.030129,1.000000,intfloat_multilingual_e5_base_recursive_token_c448_o48/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_small,semantic_fixed,384,64,0.629971,0.263620,0.157140,0.439846,0.427080,0.279410,0.212920,0.736380,0.842860,0.560154,0.572920,0.237966,0.096450,0.000000,0.182177,0.002934,1.000000,intfloat_e5_small_semantic_fixed_c384_o64/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_large,semantic_fixed,384,64,0.630066,0.258040,0.153450,0.422900,0.431420,0.266810,0.207880,0.741960,0.846550,0.577100,0.568580,0.220869,0.025248,0.000000,0.198176,0.006451,1.000000,intfloat_e5_large_semantic_fixed_c384_o64/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_multilingual_e5_base,recursive_token,448,32,0.630135,0.279420,0.171590,0.443574,0.455600,0.298320,0.207350,0.720580,0.828410,0.556426,0.544400,0.304941,0.297245,0.000000,0.157666,0.034230,1.000000,intfloat_multilingual_e5_base_recursive_token_c448_o32/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
BAAI_bge_large_en_v1.5,semantic_fixed,384,48,0.630248,0.272090,0.165310,0.432844,0.461020,0.274160,0.221220,0.727910,0.834690,0.567156,0.538980,0.193099,0.309642,0.000000,0.145710,-0.015277,1.000000,BAAI_bge_large_en_v1.5_semantic_fixed_c384_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,fixed_token,320,0,0.630399,0.272070,0.163570,0.433275,0.456930,0.275210,0.211130,0.727930,0.836430,0.566725,0.543070,0.232840,0.258455,0.000000,0.148577,-0.000536,1.000000,BAAI_bge_large_en_v1.5_fixed_token_c320_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1.5,recursive_token,320,0,0.630485,0.254650,0.151000,0.409796,0.434890,0.247900,0.199580,0.745350,0.849000,0.590204,0.565110,0.194917,0.000000,0.000000,0.224237,0.024468,1.000000,nomic_ai_nomic_embed_text_v1.5_recursive_token_c320_o0/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
intfloat_multilingual_e5_base,semantic_fixed,384,0,0.630572,0.272800,0.165540,0.452129,0.426530,0.305670,0.214600,0.727200,0.834460,0.547871,0.573470,0.297936,0.188178,0.000000,0.178746,0.032763,1.000000,intfloat_multilingual_e5_base_semantic_fixed_c384_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_base,hierarchical_section,384,32,0.631018,0.264040,0.157230,0.425433,0.445500,0.260500,0.204830,0.735960,0.842770,0.574567,0.554500,0.213704,0.153800,0.000000,0.180652,0.022824,1.000000,intfloat_e5_base_hierarchical_section_c384_o32/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
BAAI_bge_base_en_v1.5,hierarchical_section,384,48,0.631106,0.270930,0.164540,0.437297,0.447710,0.285710,0.209030,0.729070,0.835460,0.562703,0.552290,0.268384,0.220275,0.000000,0.159691,0.007492,1.000000,BAAI_bge_base_en_v1.5_hierarchical_section_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,fixed_token,384,48,0.631125,0.269350,0.165990,0.429652,0.458770,0.277310,0.207040,0.730650,0.834010,0.570348,0.541230,0.253399,0.234050,0.000000,0.156489,-0.006598,1.000000,BAAI_bge_base_en_v1.5_fixed_token_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_base,semantic_fixed,448,64,0.631556,0.267920,0.161540,0.428550,0.433010,0.273110,0.212500,0.732080,0.838460,0.571450,0.566990,0.221925,0.189763,0.000000,0.169730,-0.015365,1.000000,intfloat_e5_base_semantic_fixed_c448_o64/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_small,hierarchical_section,384,48,0.631567,0.274350,0.164540,0.446023,0.433800,0.295170,0.207350,0.725650,0.835460,0.553977,0.566200,0.297523,0.220765,0.000000,0.171310,0.030926,1.000000,intfloat_e5_small_hierarchical_section_c384_o48/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_small,semantic_fixed,384,48,0.631766,0.269240,0.162300,0.447441,0.428640,0.292020,0.214810,0.730760,0.837700,0.552559,0.571360,0.264400,0.195448,0.000000,0.174915,0.028009,1.000000,intfloat_e5_small_semantic_fixed_c384_o48/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_large_en_v1.5,semantic_recursive,448,16,0.631908,0.272610,0.166120,0.438844,0.437180,0.280460,0.218800,0.727390,0.833880,0.561156,0.562820,0.219853,0.288315,0.000000,0.145469,-0.006264,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c448_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_large,fixed_token,320,16,0.632064,0.257360,0.153250,0.411644,0.441640,0.258400,0.199790,0.742640,0.846750,0.588356,0.558360,0.226819,0.050270,0.000000,0.205566,0.031240,1.000000,intfloat_e5_large_fixed_token_c320_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
nomic_ai_nomic_embed_text_v1.5,hierarchical_section,320,0,0.632118,0.261400,0.156300,0.421651,0.431270,0.259450,0.207980,0.738600,0.843700,0.578349,0.568730,0.198381,0.127622,0.000000,0.175855,0.002759,1.000000,nomic_ai_nomic_embed_text_v1.5_hierarchical_section_c320_o0/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
nomic_ai_nomic_embed_text_v1.5,fixed_token,320,32,0.632183,0.256190,0.154640,0.414825,0.429130,0.257350,0.201370,0.743810,0.845360,0.585175,0.570870,0.217525,0.038325,0.000000,0.196564,0.008458,1.000000,nomic_ai_nomic_embed_text_v1.5_fixed_token_c320_o32/results/nomic-ai__nomic-embed-text-v1.5_b0753ae76394dd36bcfb912a46018088bca48be0/nomic-ai__nomic-embed-text-v1.5/b0753ae76394dd36bcfb912a46018088bca48be0
intfloat_multilingual_e5_base,fixed_token,384,16,0.632251,0.270350,0.165620,0.435572,0.446950,0.294120,0.199890,0.729650,0.834380,0.564428,0.553050,0.320379,0.185310,0.000000,0.177473,0.029070,1.000000,intfloat_multilingual_e5_base_fixed_token_c384_o16/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
BAAI_bge_base_en_v1.5,semantic_fixed,384,32,0.632255,0.266160,0.159320,0.432313,0.446000,0.268910,0.211970,0.733840,0.840680,0.567687,0.554000,0.211744,0.222710,0.000000,0.160873,0.010830,1.000000,BAAI_bge_base_en_v1.5_semantic_fixed_c384_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,fixed_token,384,64,0.632454,0.271800,0.165650,0.425451,0.477910,0.263660,0.212920,0.728200,0.834350,0.574549,0.522090,0.192445,0.372148,0.000000,0.140096,0.029051,1.000000,BAAI_bge_large_en_v1.5_fixed_token_c384_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,semantic_recursive,448,64,0.632518,0.267210,0.162180,0.426333,0.434350,0.268910,0.216390,0.732790,0.837820,0.573667,0.565650,0.195307,0.230032,0.000000,0.154550,-0.001113,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c448_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_small,recursive_token,384,48,0.632715,0.275940,0.169320,0.454058,0.448440,0.298320,0.205670,0.724060,0.830680,0.545942,0.551560,0.310573,0.309460,0.000000,0.162494,0.048772,1.000000,intfloat_e5_small_recursive_token_c384_o48/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_large_en_v1.5,semantic_recursive,448,48,0.632818,0.269430,0.163660,0.434289,0.433390,0.281510,0.214920,0.730570,0.836340,0.565711,0.566610,0.236546,0.234680,0.000000,0.154786,0.003444,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c448_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_large,semantic_recursive,448,16,0.632841,0.261090,0.157360,0.419444,0.420290,0.256300,0.207460,0.738910,0.842640,0.580556,0.579710,0.190558,0.124990,0.000000,0.180544,-0.011084,1.000000,intfloat_e5_large_semantic_recursive_c448_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,hierarchical_section,384,48,0.632900,0.261560,0.154180,0.417131,0.442220,0.248950,0.204310,0.738440,0.845820,0.582869,0.557780,0.179313,0.168140,0.000000,0.189334,0.045924,1.000000,intfloat_e5_base_hierarchical_section_c384_o48/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_small,hierarchical_section,384,64,0.632927,0.269260,0.159890,0.428867,0.424450,0.263660,0.210710,0.730740,0.840110,0.571133,0.575550,0.200827,0.227255,0.000000,0.172200,0.035302,1.000000,intfloat_e5_small_hierarchical_section_c384_o64/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_small,fixed_token,384,64,0.632983,0.266490,0.161560,0.426266,0.442830,0.267860,0.203680,0.733510,0.838440,0.573734,0.557170,0.239603,0.202907,0.000000,0.185813,0.052789,1.000000,intfloat_e5_small_fixed_token_c384_o64/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_large_en_v1.5,semantic_recursive,448,0,0.633010,0.273200,0.166810,0.439064,0.439170,0.279410,0.218280,0.726800,0.833190,0.560936,0.560830,0.218782,0.323932,0.000000,0.139854,-0.009281,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c448_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_base_en_v1.5,hierarchical_section,384,32,0.633760,0.272820,0.167240,0.439816,0.449640,0.288870,0.212080,0.727180,0.832760,0.560184,0.550360,0.265829,0.312633,0.000000,0.139549,0.004151,1.000000,BAAI_bge_base_en_v1.5_hierarchical_section_c384_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
intfloat_e5_large,semantic_recursive,448,0,0.633773,0.260520,0.157220,0.419784,0.420590,0.259450,0.205880,0.739480,0.842780,0.580216,0.579410,0.206475,0.123285,0.000000,0.179964,-0.009242,1.000000,intfloat_e5_large_semantic_recursive_c448_o0/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_base,semantic_fixed,384,16,0.633864,0.255990,0.151660,0.416755,0.422340,0.255250,0.202630,0.744010,0.848340,0.583245,0.577660,0.206151,0.059870,0.000000,0.189594,-0.003136,1.000000,intfloat_e5_base_semantic_fixed_c384_o16/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_large,semantic_recursive,448,48,0.633961,0.257120,0.153090,0.421888,0.419670,0.263660,0.205460,0.742880,0.846910,0.578112,0.580330,0.220739,0.068043,0.000000,0.189291,0.005799,1.000000,intfloat_e5_large_semantic_recursive_c448_o48/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_multilingual_e5_base,fixed_token,384,32,0.634193,0.269870,0.165570,0.439790,0.443580,0.294120,0.200840,0.730130,0.834430,0.560210,0.556420,0.317149,0.224557,0.000000,0.172658,0.035139,1.000000,intfloat_multilingual_e5_base_fixed_token_c384_o32/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_base,recursive_token,320,16,0.634233,0.257550,0.152570,0.423686,0.440170,0.257350,0.198320,0.742450,0.847430,0.576314,0.559830,0.229376,0.111230,0.000000,0.179755,0.004002,1.000000,intfloat_e5_base_recursive_token_c320_o16/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_large,semantic_recursive,448,64,0.634329,0.254380,0.152470,0.413079,0.417520,0.252100,0.204520,0.745620,0.847530,0.586921,0.582480,0.188735,0.058337,0.000000,0.191532,0.006399,1.000000,intfloat_e5_large_semantic_recursive_c448_o64/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
