model_name,chunker,token_size,overlap,RRF@k,RRF-G@k,Recall@k,nDCG@k,MRR@k,MAP@k,k_req,k_recall_used,k_ndcg_used,k_mrr_used,k_map_used,beta,alpha,gamma,delta,rel_path
nomic_ai_nomic_embed_text_v1,fixed_token,256,32,0.5459,0.4935,0.5786,0.4035,0.3904,0.3206,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_fixed_token_c256_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,recursive_token,320,16,0.5459,0.4957,0.5771,0.4078,0.3987,0.3270,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c320_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,fixed_token,320,64,0.5458,0.4888,0.5814,0.3945,0.3749,0.3073,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_fixed_token_c320_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,semantic_recursive,256,32,0.5456,0.4953,0.5762,0.4096,0.3955,0.3320,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_recursive_c256_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,hierarchical_section,384,48,0.5454,0.4884,0.5808,0.3952,0.3733,0.3106,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_hierarchical_section_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,semantic_recursive,256,0,0.5448,0.4969,0.5746,0.4114,0.4052,0.3333,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_recursive_c256_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,recursive_token,256,48,0.5445,0.4946,0.5753,0.4080,0.3968,0.3276,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_recursive_token_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,recursive_token,320,32,0.5442,0.4958,0.5738,0.4114,0.4010,0.3340,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c320_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,semantic_fixed,320,48,0.5433,0.4906,0.5757,0.4019,0.3852,0.3200,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_semantic_fixed_c320_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,16,0.5431,0.4887,0.5768,0.3978,0.3798,0.3170,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o16/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,recursive_token,448,0,0.5426,0.4863,0.5787,0.3905,0.3762,0.3040,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_recursive_token_c448_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,semantic_fixed,320,64,0.5426,0.4898,0.5758,0.3989,0.3865,0.3145,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_fixed_c320_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,semantic_fixed,448,32,0.5423,0.4839,0.5788,0.3891,0.3657,0.3058,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c448_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,48,0.5420,0.4905,0.5738,0.4024,0.3891,0.3223,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,recursive_token,320,48,0.5418,0.4911,0.5731,0.4037,0.3917,0.3225,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c320_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,recursive_token,256,64,0.5416,0.4906,0.5734,0.4022,0.3913,0.3207,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_recursive_token_c256_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,semantic_fixed,256,32,0.5414,0.4928,0.5721,0.4056,0.4007,0.3234,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_fixed_c256_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,32,0.5411,0.4891,0.5736,0.3998,0.3873,0.3178,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o32/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,fixed_token,448,48,0.5407,0.4862,0.5750,0.3936,0.3792,0.3095,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c448_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,hierarchical_section,384,64,0.5406,0.4839,0.5758,0.3914,0.3693,0.3067,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_hierarchical_section_c384_o64/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_recursive,448,0,0.5401,0.4844,0.5747,0.3924,0.3727,0.3112,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c448_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,recursive_token,448,16,0.5386,0.4844,0.5729,0.3919,0.3782,0.3082,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_recursive_token_c448_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,fixed_token,320,48,0.5385,0.4860,0.5716,0.3956,0.3832,0.3113,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_fixed_token_c320_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_base_en_v1.5,fixed_token,384,32,0.5383,0.4789,0.5755,0.3832,0.3585,0.2978,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c384_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,semantic_recursive,256,64,0.5382,0.4903,0.5683,0.4042,0.3997,0.3237,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_recursive_c256_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,semantic_fixed,256,16,0.5373,0.4872,0.5692,0.3979,0.3919,0.3144,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_semantic_fixed_c256_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_base_en_v1.5,fixed_token,448,16,0.5372,0.4809,0.5725,0.3877,0.3682,0.3054,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c448_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,recursive_token,320,64,0.5366,0.4842,0.5695,0.3941,0.3819,0.3099,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c320_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,semantic_fixed,256,0,0.5365,0.4863,0.5683,0.3975,0.3903,0.3149,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_semantic_fixed_c256_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,semantic_recursive,320,64,0.5363,0.4886,0.5661,0.4035,0.3975,0.3243,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_recursive_c320_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,semantic_fixed,256,48,0.5361,0.4835,0.5686,0.3949,0.3791,0.3115,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_fixed_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,semantic_recursive,448,48,0.5354,0.4820,0.5686,0.3924,0.3753,0.3115,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c448_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,fixed_token,256,16,0.5353,0.4869,0.5660,0.4000,0.3951,0.3175,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_fixed_token_c256_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_base_en_v1.5,semantic_recursive,448,16,0.5352,0.4804,0.5691,0.3899,0.3704,0.3096,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c448_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_recursive,448,32,0.5350,0.4829,0.5671,0.3952,0.3789,0.3160,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c448_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,semantic_recursive,256,48,0.5347,0.4909,0.5620,0.4102,0.4094,0.3327,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_recursive_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,fixed_token,256,0,0.5346,0.4858,0.5653,0.3992,0.3922,0.3182,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_fixed_token_c256_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,fixed_token,192,0,0.5342,0.4890,0.5624,0.4068,0.4039,0.3295,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_fixed_token_c192_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,semantic_fixed,448,48,0.5334,0.4783,0.5685,0.3849,0.3699,0.3003,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c448_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_recursive,448,64,0.5324,0.4786,0.5658,0.3890,0.3708,0.3071,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c448_o64/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_fixed,384,32,0.5292,0.4710,0.5654,0.3780,0.3523,0.2944,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c384_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,recursive_token,256,0,0.5292,0.4794,0.5601,0.3935,0.3819,0.3145,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c256_o0/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,recursive_token,256,32,0.5280,0.4785,0.5584,0.3940,0.3806,0.3161,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c256_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,semantic_fixed,192,0,0.5271,0.4821,0.5553,0.4004,0.3973,0.3234,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_semantic_fixed_c192_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,recursive_token,384,48,0.5263,0.4731,0.5597,0.3835,0.3678,0.3016,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_recursive_token_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_recursive,384,16,0.5263,0.4705,0.5608,0.3801,0.3569,0.2987,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c384_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,hierarchical_section,320,16,0.5263,0.4729,0.5599,0.3829,0.3671,0.3012,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_hierarchical_section_c320_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,recursive_token,256,16,0.5263,0.4770,0.5572,0.3908,0.3819,0.3122,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c256_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,fixed_token,256,48,0.5262,0.4776,0.5565,0.3928,0.3828,0.3128,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_fixed_token_c256_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,hierarchical_section,192,0,0.5262,0.4797,0.5549,0.3977,0.3902,0.3216,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_hierarchical_section_c192_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
nomic_ai_nomic_embed_text_v1,hierarchical_section,256,64,0.5254,0.4780,0.5546,0.3955,0.3852,0.3182,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_hierarchical_section_c256_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,semantic_recursive,384,0,0.5235,0.4687,0.5574,0.3795,0.3573,0.2989,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_recursive_c384_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_fixed,320,16,0.5215,0.4726,0.5515,0.3892,0.3759,0.3116,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c320_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_fixed,448,16,0.5215,0.4662,0.5561,0.3753,0.3554,0.2940,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c448_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
nomic_ai_nomic_embed_text_v1,fixed_token,256,64,0.5208,0.4739,0.5501,0.3906,0.3844,0.3092,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_fixed_token_c256_o64/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,fixed_token,256,32,0.5207,0.4714,0.5516,0.3858,0.3754,0.3064,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_fixed_token_c256_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_large_en_v1.5,recursive_token,256,48,0.5199,0.4719,0.5506,0.3858,0.3812,0.3056,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_recursive_token_c256_o48/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
nomic_ai_nomic_embed_text_v1,recursive_token,192,16,0.5198,0.4785,0.5455,0.4018,0.4019,0.3282,10,10,10,10,10,2.5,2.0,1.0,0.5,nomic_ai_nomic_embed_text_v1_recursive_token_c192_o16/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_base_en_v1.5,hierarchical_section,320,32,0.5197,0.4667,0.5530,0.3774,0.3620,0.2951,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_hierarchical_section_c320_o32/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,fixed_token,384,48,0.5195,0.4666,0.5526,0.3778,0.3615,0.2962,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,recursive_token,320,0,0.5188,0.4696,0.5496,0.3843,0.3741,0.3053,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_recursive_token_c320_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,semantic_fixed,384,48,0.5185,0.4636,0.5528,0.3736,0.3531,0.2918,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_semantic_fixed_c384_o48/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_large_en_v1.5,semantic_fixed,256,32,0.5185,0.4731,0.5470,0.3909,0.3877,0.3124,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_large_en_v1.5_semantic_fixed_c256_o32/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
BAAI_bge_base_en_v1.5,fixed_token,320,16,0.5182,0.4688,0.5489,0.3839,0.3720,0.3058,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c320_o16/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,fixed_token,320,0,0.5172,0.4680,0.5479,0.3829,0.3725,0.3037,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c320_o0/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
BAAI_bge_base_en_v1.5,fixed_token,384,64,0.5169,0.4654,0.5495,0.3770,0.3648,0.2955,10,10,10,10,10,2.5,2.0,1.0,0.5,BAAI_bge_base_en_v1.5_fixed_token_c384_o64/results/BAAI__bge-base-en-v1.5_a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a
